REF_AREA,AREA_LABEL,SOURCE_LABEL,TOTAL,TIME
,United States of America,LFS - Current Population Survey,4837.162,2010
,United States of America,LFS - Current Population Survey,4859.966,2009
,United States of America,LFS - Current Population Survey,5178.828,2008
,United States of America,LFS - Current Population Survey,5122.56,2007
,United States of America,LFS - Current Population Survey,4977.233,2006
,United States of America,LFS - Current Population Survey,4751.799,2005
,United States of America,LFS - Current Population Survey,4861.343,2004
,United States of America,LFS - Current Population Survey,5020.713,2003
,Uzbekistan,LFS - Labour Force Survey,232.324,2020
,Uzbekistan,HS - General Household Survey,62.2,2019
,Uzbekistan,HS - General Household Survey,62.7,2018
,Uzbekistan,HS - General Household Survey,64.3,2017
,Uzbekistan,HS - General Household Survey,63.6,2016
,Uzbekistan,HS - General Household Survey,61.7,2015
,Uzbekistan,HS - General Household Survey,59.8,2014
,Uzbekistan,HS - General Household Survey,58,2013
,Uzbekistan,HS - General Household Survey,56.3,2012
,Uzbekistan,HS - General Household Survey,54.7,2011
,Uzbekistan,HS - General Household Survey,53.1,2010
,Viet Nam,LFS - Labour Force Survey,334.675,2024
,Viet Nam,LFS - Labour Force Survey,339.383,2023
,Viet Nam,LFS - Labour Force Survey,316.353,2022
,Viet Nam,LFS - Labour Force Survey,284.641,2021
,Viet Nam,LFS - Labour Force Survey,345.456,2020
,Viet Nam,LFS - Labour Force Survey,365.732,2019
,Viet Nam,LFS - Labour Force Survey,321.02,2018
,Viet Nam,LFS - Labour Force Survey,338.253,2017
,Viet Nam,LFS - Labour Force Survey,325.119,2016
,Viet Nam,LFS - Labour Force Survey,338.006,2015
,Viet Nam,LFS - Labour Force Survey,317.999,2014
,Viet Nam,LFS - Labour Force Survey,266.931,2013
,Viet Nam,LFS - Labour Force Survey,283.524,2012
,Viet Nam,LFS - Labour Force Survey,272.993,2011
,Viet Nam,LFS - Labour Force Survey,259.554,2010
,Viet Nam,LFS - Labour Force Survey,255.502,2009
,Viet Nam,LFS - Labour Force Survey,251.698,2007
,Vanuatu,PC - Population and Housing Census,0.625,2020
,Vanuatu,HIES - Household Income and Expenditure Survey,0.521,2019
,Vanuatu,HIES - Household Income and Expenditure Survey,0.595,2010
,Vanuatu,PC - Population and Housing Census,0.693,2009
,Vanuatu,HIES - Household Income and Expenditure Survey,0.996,2006
,Wallis and Futuna,PC - Population Census,0.086,2023
,Wallis and Futuna,HIES - Household Income and Expenditure Survey,0.105,2019
,Wallis and Futuna,PC - Population Census,0.103,2018
,Samoa,LFS - Labour Force Survey,0.514,2022
,Samoa,HIES - Household Income and Expenditure Survey,0.486,2018
,Samoa,LFS - Labour Force Survey,0.557,2017
,Samoa,LFS - Labour Force Survey,0.524,2014
,Samoa,LFS - Labour Force Survey,0.524,2012
,Samoa,PC - Population Census,0.614,2011
,Zambia,LFS - Labour Force Survey,13.261,2024
,Zambia,LFS - Labour Force Survey,19.443,2023
,Zambia,LFS - Labour Force Survey,16.641,2022
,Zambia,LFS - Labour Force Survey,19.215,2021
,Zambia,LFS - Labour Force Survey,21.105,2020
,Zambia,LFS - Labour Force Survey,15.461,2019
,Zambia,LFS - Labour Force Survey,17.949,2018
,Zambia,LFS - Labour Force Survey,12.493,2017
,Zambia,HIES - Living Conditions Monitoring Survey,20.975,2015
,Zambia,LFS - Labour Force Survey,42.717,2012
,Zambia,LFS - Labour Force Survey,17.425,2008
,Zimbabwe,LFS - Labour Force Survey,17.729,2024
,Zimbabwe,LFS - Labour Force Survey,20.126,2023
,Zimbabwe,LFS - Labour Force Survey,19.563,2022
,Zimbabwe,LFS - Labour Force Survey,18.886,2021
,Zimbabwe,LFS - Labour Force Survey,12.68,2019
,Zimbabwe,LFS - Labour Force Survey,25.619,2014
,Zimbabwe,LFS - Labour Force Survey,16.076,2011
